table,key,category,formula_type,ws_row_type,is_fixed,expression,description
Formula,9.1.2,renewable,status,all,False,Renewable_1_1_2_1_2 + Renewable_1_2_1_2,"aus Solarenergie (Photovoltaik)
Total solar electricity (roof + ground-mounted)"
Formula,9.1.2_target,renewable,ziel,all,False,Renewable_1_1_2_1_2_ziel + Renewable_1_2_1_2_ziel,"Ziel formula for 9.1.2: aus Solarenergie (Photovoltaik)
Total solar electricity (roof + ground-mounted)"
Formula,9.1.3,renewable,status,all,False,Renewable_3_1_1_2 + Renewable_8_1_2,"aus Wasserkraft + Tiefengeothermie
Hydro + deep geothermal electricity"
Formula,9.1.3_ziel_target,renewable,ziel,all,False,Renewable_3_1_1_2 + Renewable_8_1_2,"Ziel formula for 9.1.3: aus Wasserkraft + Tiefengeothermie
Hydro + deep geothermal electricity"
Formula,9.1.4,renewable,status,all,False,Renewable_4_3_3_2 + Renewable_4_4_1 + Renewable_5_4_2_2 + Renewable_6_1_3_2_2,"aus Biobrennstoffen
Electricity from all biofuels"
Formula,9.1.4_ziel_target,renewable,ziel,all,False,Renewable_4_3_3_2 + Renewable_4_4_1 + Renewable_5_4_2_2 + Renewable_6_1_3_2_2,"Ziel formula for 9.1.4: aus Biobrennstoffen
Electricity from all biofuels"
Formula,9.1_ziel_target,renewable,ziel,all,False,Renewable_9_1_1 + Renewable_9_1_2 + Renewable_9_1_3 + Renewable_9_1_4,"Ziel formula for 9.1: Bruttostromerzeugung aus Erneuerbaren Energien gesamt (inkl. Abregelung)
Total gross renewable electricity generation"
Formula,9.2,renewable,status,all,False,Renewable_9_1_1 + Renewable_9_1_2 + Renewable_9_1_3 + Renewable_9_1_4,"Bruttostromerzeugung Erneuerbar (inkl. Abregelung)
Total renewable electricity (same as 9.1)"
Formula,9.2.1,renewable,status,all,False,Renewable_9_2_1_1 + Renewable_9_2_1_2 + Renewable_9_2_1_3 + Renewable_9_2_1_4 + Renewable_9_2_1_5,"Wasser-Elektrolyse (H₂ für Brennstoff, Kraftstoff- und Grundstoff-Synthese)"
Formula,9.2.1.1,renewable,status,all,True,0,Wasserstoff als Brennstoff für PW
Formula,9.2.1.1.1,renewable,status,all,False,0,"Wasserstoff (komprim.) f. FC-Traktion
Compressed hydrogen for fuel cell traction (currently 0)"
Formula,9.2.1.1.1.1,renewable,status,all,True,80,Nutzungsgrad tankfähiger Wasserstoff
Formula,9.2.1.1.1.1_ziel_target,renewable,ziel,all,True,80,Ziel formula for 9.2.1.1.1.1: Nutzungsgrad tankfähiger Wasserstoff
Formula,9.2.1.1.1_ziel_target,renewable,ziel,all,False,0,"Ziel formula for 9.2.1.1.1: Wasserstoff (komprim.) f. FC-Traktion
Compressed hydrogen for fuel cell traction (currently 0)"
Formula,9.2.1.1.2,renewable,status,all,False,0,"Wasserstoff für MA mit FC-Traktion
Hydrogen for mobile applications with FC traction (currently 0)"
Formula,9.2.1.1.2_ziel_target,renewable,ziel,all,False,0,"Ziel formula for 9.2.1.1.2: Wasserstoff für MA mit FC-Traktion
Hydrogen for mobile applications with FC traction (currently 0)"
Formula,9.2.1.1_ziel_target,renewable,ziel,all,True,0,Ziel formula for 9.2.1.1: Wasserstoff als Brennstoff für PW
Formula,9.2.1.2,renewable,status,all,False,0,Status formula for 9.2.1.2
Formula,9.2.1.2.1,renewable,status,all,True,,Nutzungsgrad Methansynthese
Formula,9.2.1.2.1_ziel_target,renewable,ziel,all,True,,Ziel formula for 9.2.1.2.1: Nutzungsgrad Methansynthese
Formula,9.2.1.2.2,renewable,status,all,False,0,Status formula for 9.2.1.2.2
Formula,9.2.1.2.2_ziel_target,renewable,ziel,all,False,0,Target formula for 9.2.1.2.2
Formula,9.2.1.2_target,renewable,ziel,all,False,"IF(Verbrauch_6_1_2 > Renewable_5.4.3.2, Verbrauch_6_1_2 - Renewable_5.4.3.2, 0)",Target formula for 9.2.1.2
Formula,9.2.1.3,renewable,status,all,False,0,Status formula for 9.2.1.3
Formula,9.2.1.3.1,renewable,status,all,True,,Nutzungsgrad Kraftstofferzeugung
Formula,9.2.1.3.1_ziel_target,renewable,ziel,all,True,,Ziel formula for 9.2.1.3.1: Nutzungsgrad Kraftstofferzeugung
Formula,9.2.1.3.2,renewable,status,all,False,Renewable_9_2_1_3 / (Renewable_9_2_1_3_1 / 100),Wasserstoff für Kraftstoffsynthese
Formula,9.2.1.3.2_ziel_target,renewable,ziel,all,False,Renewable_9_2_1_3 / (Renewable_9_2_1_3_1 / 100),Ziel formula for 9.2.1.3.2: Wasserstoff für Kraftstoffsynthese
Formula,9.2.1.3_ziel_target,renewable,ziel,all,False,"IF(Verbrauch_6_1_3 > (Renewable_5_4_4_2 + Renewable_6_1_3_1_1 + Renewable_6_2_3), Verbrauch_6_1_3 - (Renewable_5_4_4_2 + Renewable_6_1_3_1_1 + Renewable_6_2_3), 0)",Target formula for 9.2.1.3
Formula,9.2.1.4,renewable,status,all,False,Verbrauch_9_1_4,"Synth. Methan als Grundstoff
Synthetic methane as basic material from VerbrauchData"
Formula,9.2.1.4.1,renewable,status,all,True,,Nutzungsgrad Methansynthese
Formula,9.2.1.4.1_ziel_target,renewable,ziel,all,True,,Ziel formula for 9.2.1.4.1: Nutzungsgrad Methansynthese
Formula,9.2.1.4.2,renewable,status,all,False,Renewable_9_2_1_4 * 100 / Renewable_9_2_1_4_1,Wasserstoff für Grundstoffsynthese
Formula,9.2.1.4.2_ziel_target,renewable,ziel,all,False,Renewable_9_2_1_4 * 100 / Renewable_9_2_1_4_1,Ziel formula for 9.2.1.4.2: Wasserstoff für Grundstoffsynthese
Formula,9.2.1.4_target,renewable,ziel,all,False,Verbrauch_9_1_4,"Ziel formula for 9.2.1.4: Synth. Methan als Grundstoff
Synthetic methane as basic material from VerbrauchData"
Formula,9.2.1.5,renewable,status,all,False,Renewable_9_2_1_1 + Renewable_9_2_1_1_2 + Renewable_9_2_1_2_2 + Renewable_9_2_1_3_2 + Renewable_9_2_1_4_2,"Wasserstofferzeugung
Total hydrogen production"
Formula,9.2.1.5.1,renewable,status,all,True,,Nutzungsgrad Wasserelektrolyse
Formula,9.2.1.5.1_ziel_target,renewable,ziel,all,True,,Ziel formula for 9.2.1.5.1: Nutzungsgrad Wasserelektrolyse
Formula,9.2.1.5.2,renewable,status,all,False,Renewable_9_2_1_5 * 100 / Renewable_9_2_1_5_1,Stromeinsatz Wasserstofferzeugung
Formula,9.2.1.5.2.1,renewable,status,all,False,Renewable_9_2_1_5_2 - Renewable_9_2_1_5_2_2,"davon in der Zielregion
Hydrogen production electricity in target region"
Formula,9.2.1.5.2.1_target,renewable,ziel,all,False,Renewable_9_2_1_5_2_ziel - Renewable_9_2_1_5_2_2_ziel,"Ziel formula for 9.2.1.5.2.1: davon in der Zielregion
Hydrogen production electricity in target region"
Formula,9.2.1.5.2.2,renewable,status,all,True,,davon extern für Importwasserstoff
Formula,9.2.1.5.2.2_ziel_target,renewable,ziel,all,True,,Ziel formula for 9.2.1.5.2.2: davon extern für Importwasserstoff
Formula,9.2.1.5.2_ziel_target,renewable,ziel,all,False,Renewable_9_2_1_5 * 100 / Renewable_9_2_1_5_1,Ziel formula for 9.2.1.5.2: Stromeinsatz Wasserstofferzeugung
Formula,9.2.1.5_ziel_target,renewable,ziel,all,False,Renewable_9_2_1_1 + Renewable_9_2_1_1_2 + Renewable_9_2_1_2_2 + Renewable_9_2_1_3_2 + Renewable_9_2_1_4_2,"Ziel formula for 9.2.1.5: Wasserstofferzeugung
Total hydrogen production"
Formula,9.2.1_ziel_target,renewable,ziel,all,False,Renewable_9_2_1_1 + Renewable_9_2_1_2 + Renewable_9_2_1_3 + Renewable_9_2_1_4 + Renewable_9_2_1_5,"Ziel formula for 9.2.1: Wasser-Elektrolyse (H₂ für Brennstoff, Kraftstoff- und Grundstoff-Synthese)"
Formula,9.2_target,renewable,ziel,all,False,Renewable_9_1_1_ziel + Renewable_9_1_2_ziel+ Renewable_9_1_3_ziel + Renewable_9_1_4_ziel,"Ziel formula for 9.2: Bruttostromerzeugung Erneuerbar (inkl. Abregelung)
Total renewable electricity (same as 9.1)"
Formula,9.3,renewable,status,all,False,Renewable_9_3_3 + Renewable_9_3_1 + Renewable_9_3_2 + Renewable_9_3_4,Langzeitspeicherung Strom stofflich (saisonaler Ausgleich > 1 Tag)
Formula,9.3.1,renewable,status,all,False,0,
Formula,9.3.1.1,renewable,status,all,True,,Nutzungsgrad Stromspeicherung
Formula,9.3.1.1_ziel_target,renewable,ziel,all,True,,Ziel formula for 9.3.1.1: Nutzungsgrad Stromspeicherung
Formula,9.3.1.2,renewable,status,all,False,Renewable_9_3_1 * Renewable_9_3_1_1 / 100,"Stromabgabe (Mangelphasen)
Electricity discharge from storage"
Formula,9.3.1.2_target,renewable,ziel,all,False,Renewable_9_3_1_zeil * Renewable_9_3_1_1_zeil / 100,"Ziel formula for 9.3.1.2: Stromabgabe (Mangelphasen)
Electricity discharge from storage"
Formula,9.3.2,renewable,status,all,True,,Nutzungsgrad KWK-Abwärme effektiv
Formula,9.3.2.1,renewable,status,all,False,Renewable_9_3_1 * Renewable_9_3_2 / 100,"Gebäudewärme (Endenergie)
Building heat from storage CHP waste heat"
Formula,9.3.2.1_ziel_target,renewable,ziel,all,False,Renewable_9_3_1 * Renewable_9_3_2 / 100,"Ziel formula for 9.3.2.1: Gebäudewärme (Endenergie)
Building heat from storage CHP waste heat"
Formula,9.3.2_ziel_target,renewable,ziel,all,True,,Ziel formula for 9.3.2: Nutzungsgrad KWK-Abwärme effektiv
Formula,9.3.3,renewable,status,all,True,,Erforderliche Speicherkapazität
Formula,9.3.3_ziel_target,renewable,ziel,all,True,,Ziel formula for 9.3.3: Erforderliche Speicherkapazität
Formula,9.3.4,renewable,status,all,False,0,
Formula,9.3_ziel_target,renewable,ziel,all,False,Renewable_9_3_3 + Renewable_9_3_1 + Renewable_9_3_2 + Renewable_9_3_4,Ziel formula for 9.3: Langzeitspeicherung Strom stofflich (saisonaler Ausgleich > 1 Tag)
Formula,9.4,renewable,status,all,False,Renewable_9_4_1 + Renewable_9_4_2,Stromangebot aus Erneuerbaren Energien (EE)
Formula,9.4.1,renewable,status,all,False,Renewable_9_2 - Renewable_9_2_1_5_2_1 - Renewable_9_3_1 + Renewable_9_3_1_2 - Renewable_9_3_4,"Stromangebot aus eigenen Erneuerb. E.
Own renewable electricity supply (after H2 and storage)"
Formula,9.4.1_target,renewable,ziel,all,False,Renewable_9_2_ziel - Renewable_9_2_1_5_2_1_ziel - Renewable_9_3_1_ziel + Renewable_9_3_1_2_ziel - Renewable_9_3_4_ziel,"Ziel formula for 9.4.1: Stromangebot aus eigenen Erneuerb. E.
Own renewable electricity supply (after H2 and storage)"
Formula,9.4.2,renewable,status,all,True,,Stromeinfuhr (Erneuerb.) aus dem Ausland
Formula,9.4.2_ziel_target,renewable,ziel,all,True,,Ziel formula for 9.4.2: Stromeinfuhr (Erneuerb.) aus dem Ausland
Formula,9.4.3,renewable,status,all,False,Renewable_9_4_1 + Renewable_9_4_2,"Stromangebot aus Erneuerbaren E. (gesamt)
Total renewable electricity supply (incl. imports)"
Formula,9.4.3.1,renewable,status,all,True,,Übertragungsverluste Stromnetz
Formula,9.4.3.1_ziel_target,renewable,ziel,all,True,,Ziel formula for 9.4.3.1: Übertragungsverluste Stromnetz
Formula,9.4.3.2,renewable,status,all,False,Renewable_9_4_3 * Renewable_9_4_3_1 / 100,"inkl. Kurzzeitspeicher
Transmission losses incl. short-term storage"
Formula,9.4.3.2_target,renewable,ziel,all,False,Renewable_9_4_3_ziel * Renewable_9_4_3_1_ziel / 100,"Ziel formula for 9.4.3.2: inkl. Kurzzeitspeicher
Transmission losses incl. short-term storage"
Formula,9.4.3.3,renewable,status,all,False,Renewable_9_4_3 - Renewable_9_4_3_2,"Stromangebot Erneuerb. (Endenergie)
Renewable electricity supply (final energy)"
Formula,9.4.3.3_ziel_target,renewable,ziel,all,False,Renewable_9_4_3 - Renewable_9_4_3_2,"Ziel formula for 9.4.3.3: Stromangebot Erneuerb. (Endenergie)
Renewable electricity supply (final energy)"
Formula,9.4.3_target,renewable,ziel,all,False,Renewable_9_4_1_ziel + Renewable_9_4_2_ziel,"Ziel formula for 9.4.3: Stromangebot aus Erneuerbaren E. (gesamt)
Total renewable electricity supply (incl. imports)"
Formula,9.4_ziel_target,renewable,ziel,all,False,Renewable_9_4_1 + Renewable_9_4_2,Ziel formula for 9.4: Stromangebot aus Erneuerbaren Energien (EE)
Formula,9_ziel_target,renewable,ziel,all,True,,Ziel formula for 9: Stromwandlung / Stromspeicherung
Formula,V_9_1_ziel,renewable,ziel,all,False,Verbrauch_2_9_2_ziel,Ziel formula for 7.1: Wärmepumpen-Antriebsstromaufnahme (Heat pump electricity consumption from VerbrauchData 2.9.2 ziel)
Formula,4.1.1.14,verbrauch,status,all,False,100 - Verbrauch_4_1_1_9_status,4.1.1.14 Status = 100 - 4.1.1.9 Status
Formula,4.1.1.14_ziel,verbrauch,ziel,all,False,100 - Verbrauch_4_1_1_9_ziel,"4.1.1.14 Ziel = IF(4.1.1.15.1 == Aktiv, 0, 100 - 4.1.1.9 Ziel)"
Formula,V_10,verbrauch,status,all,False,V_8,
Formula,V_1.1.1,verbrauch,status,all,False,Verbrauch_1_0 * Verbrauch_1_1 / 100,KLIK Grundversorgung = Base * Percent
Formula,V_1.1.1_ziel,verbrauch,ziel,all,False,Verbrauch_1_0_ziel * Verbrauch_1_1_ziel / 100,
Formula,V_1.1.3,verbrauch,status,all,False,Verbrauch_1_1_1 * Verbrauch_1_1_2 / 100,KLIK Sub-calculation
Formula,V_1.1.3_ziel,verbrauch,ziel,all,False,Verbrauch_1_1_1_ziel * Verbrauch_1_1_2_ziel / 100,
Formula,V_1_1_3_ziel,verbrauch,ziel,all,False,Verbrauch_1_1_1_ziel * Verbrauch_1_1_2_ziel / 100,Ziel formula for 1.1.1.3: 1.1.1.3 = 1.1.1.1.ziel * 1.1.1.2.ziel%
Formula,V_1.2.1,verbrauch,status,all,False,Verbrauch_1_0 * Verbrauch_1_2 / 100,KLIK calculation 1.2.1
Formula,V_1.2.1_ziel,verbrauch,ziel,all,False,Verbrauch_1_0_ziel * Verbrauch_1_2_ziel / 100,
Formula,V_1_2_1_ziel,verbrauch,ziel,all,False,Verbrauch_1_0_ziel * Verbrauch_1_2_ziel / 100,Ziel formula for 1.2.1: 1.2.1 = 1.1.ziel * 1.2.ziel%
Formula,V_1.2.3,verbrauch,status,all,False,Verbrauch_1_2_1 * Verbrauch_1_2_2 / 100,KLIK calculation 1.2.3
Formula,V_1.2.3_ziel,verbrauch,ziel,all,False,Verbrauch_1_2_1_ziel * Verbrauch_1_2_2_ziel / 100,
Formula,V_1_2_3_ziel,verbrauch,ziel,all,False,Verbrauch_1_2_1_ziel * Verbrauch_1_2_2_ziel / 100,Ziel formula for 1.2.3: 1.2.3 = 1.2.1.ziel * 1.2.2.ziel%
Formula,V_1.2.5,verbrauch,status,all,False,Verbrauch_1_2_3 * Verbrauch_1_2_4 / 100,KLIK calculation 1.2.5
Formula,V_1.2.5_ziel,verbrauch,ziel,all,False,Verbrauch_1_2_3_ziel * Verbrauch_1_2_4_ziel / 100,
Formula,V_1_2_5_ziel,verbrauch,ziel,all,False,Verbrauch_1_2_3_ziel * Verbrauch_1_2_4_ziel / 100,Ziel formula for 1.2.5: 1.2.5 = 1.2.3.ziel * 1.2.4.ziel%
Formula,V_1.3.1,verbrauch,status,all,False,Verbrauch_1_0 * Verbrauch_1_3 / 100,KLIK calculation 1.3.1
Formula,V_1.3.1_ziel,verbrauch,ziel,all,False,Verbrauch_1_0_ziel * Verbrauch_1_3_ziel / 100,
Formula,V_1_3_1_ziel,verbrauch,ziel,all,False,Verbrauch_1_0_ziel * Verbrauch_1_3_ziel / 100,Ziel formula for 1.3.1: 1.3.1 = 1.1.ziel * 1.3.ziel%
Formula,V_1.3.3,verbrauch,status,all,False,Verbrauch_1_3_1 * Verbrauch_1_3_2 / 100,KLIK calculation 1.3.3
Formula,V_1.3.3_ziel,verbrauch,ziel,all,False,Verbrauch_1_3_1_ziel * Verbrauch_1_3_2_ziel / 100,
Formula,V_1_3_3_ziel,verbrauch,ziel,all,False,Verbrauch_1_3_1_ziel * Verbrauch_1_3_2_ziel / 100,Ziel formula for 1.3.3: 1.3.3 = 1.3.1.ziel * 1.3.2.ziel%
Formula,V_1.3.5,verbrauch,status,all,False,Verbrauch_1_3_3 * Verbrauch_1_3_4 / 100,KLIK calculation 1.3.5
Formula,V_1.3.5_ziel,verbrauch,ziel,all,False,Verbrauch_1_3_3_ziel * Verbrauch_1_3_4_ziel / 100,
Formula,V_1_3_5_ziel,verbrauch,ziel,all,False,Verbrauch_1_3_3_ziel * Verbrauch_1_3_4_ziel / 100,Ziel formula for 1.3.5: 1.3.5 = 1.3.3.ziel * 1.3.4.ziel%
Formula,V_1.4,verbrauch,status,all,False,Verbrauch_1_1_3 + Verbrauch_1_2_5 + Verbrauch_1_3_5,KLIK total electricity
Formula,V_1.4_ziel,verbrauch,ziel,all,False,Verbrauch_1_1_3_ziel + Verbrauch_1_2_5_ziel + Verbrauch_1_3_5_ziel,
Formula,V_1_4_ziel,verbrauch,ziel,all,False,Verbrauch_1_1_3_ziel + Verbrauch_1_2_5_ziel + Verbrauch_1_3_5_ziel,Ziel formula for 1.4: 1.4 = 1.1.1.3.ziel + 1.2.5.ziel + 1.3.5.ziel (sum of three calculated ziel values)
Formula,V_2.1.0,verbrauch,status,all,False,Verbrauch_2_0 * Verbrauch_2_1 / 100,Building heat - Residential
Formula,V_2.10,verbrauch,status,all,False,Verbrauch_2_9_0 + Verbrauch_2_8_0 + Verbrauch_2_7_0,Total building energy
Formula,V_2.1.0_ziel,verbrauch,ziel,all,False,Verbrauch_2_0_ziel * Verbrauch_2_1_ziel / 100,
Formula,V_2.10_ziel,verbrauch,ziel,all,False,Verbrauch_2_7_0_ziel+Verbrauch_2_8_0_ziel+Verbrauch_2_9_0_ziel,Ziel formula for 2.10: 2.10 Ziel = 2.9.0(ziel) + 2.8.0(ziel) + 2.7.0(ziel)
Formula,V_2_1_0_ziel,verbrauch,ziel,all,False,Verbrauch_2_0_ziel * Verbrauch_2_1_ziel / 100,Ziel formula for 2.1.0: 2.1.0 ziel = 2.0.ziel * 2.1.ziel / 100
Formula,V_2.1.2,verbrauch,status,all,False,100,Zieleinfluss Wohnflächen-Entwicklung
Formula,V_2.1.2_ziel,verbrauch,ziel,all,False,V_2_1_1_ziel/V_2_1_1_status*100,Ziel formula for 2.1.2: 2.1.2 ziel = Zieleinfluss Wohnflächen-Entwicklung (to be calculated - placeholder for now)
Formula,V_2.1.9,verbrauch,status,all,False,Verbrauch_2_1_0 * Verbrauch_2_1_2 / 100,Building heat with development factor
Formula,V_2.1.9_ziel,verbrauch,ziel,all,False,Verbrauch_2_1_0_ziel * Verbrauch_2_1_2_ziel / 100,
Formula,V_2.2.0,verbrauch,status,all,False,Verbrauch_2_0 * Verbrauch_2_2 / 100,Building heat - Commercial
Formula,V_2.2.0_ziel,verbrauch,ziel,all,False,Verbrauch_2_0_ziel * Verbrauch_2_2_ziel / 100,
Formula,V_2_2_0_ziel,verbrauch,ziel,all,False,Verbrauch_2_0_ziel * Verbrauch_2_2_ziel / 100,Ziel formula for 2.2.0: 2.2.0 ziel = 2.0.ziel * 2.2.ziel / 100
Formula,V_2.2.9,verbrauch,status,all,False,Verbrauch_2_2_0 * Verbrauch_2_2_1 / 100,Commercial building heat
Formula,V_2.2.9_ziel,verbrauch,ziel,all,False,Verbrauch_2_2_0_ziel * Verbrauch_2_2_1_ziel / 100,
Formula,V_2_2_9_ziel,verbrauch,ziel,all,False,Verbrauch_2_2_ziel * Verbrauch_2_2_1_ziel / 100,Ziel formula for 2.2.9: 2.2.9 ziel = 2.2.0.ziel * 2.2.1.ziel / 100
Formula,V_2.3,verbrauch,status,all,False,Verbrauch_2_1_9 + Verbrauch_2_2_9,Total building heat demand
Formula,V_2.3_ziel,verbrauch,ziel,all,False,Verbrauch_2_1_9_ziel + Verbrauch_2_2_9_ziel,
Formula,V_2_3_ziel,verbrauch,ziel,all,False,Verbrauch_2_1_9_ziel + Verbrauch_2_2_9_ziel,Ziel formula for 2.3: 2.3 ziel = 2.1.9.ziel + 2.2.9.ziel (Bedarfsniveau Wohnfläche/Wirtschaftl.Entw.)
Formula,V_2.4.0,verbrauch,status,all,False,Verbrauch_2_3 * Verbrauch_2_4 / 100,Space heating portion
Formula,V_2.4.0_ziel,verbrauch,ziel,all,False,Verbrauch_2_3_ziel * Verbrauch_2_4_ziel / 100,
Formula,V_2_4_0_ziel,verbrauch,ziel,all,False,Verbrauch_2_3_ziel * Verbrauch_2_4_ziel / 100,Ziel formula for 2.4.0: 2.4.0 ziel = 2.3.ziel * 2.4.ziel% (davon Raumwärme)
Formula,V_2.4.2,verbrauch,status,all,False,Verbrauch_2_4_1 / Verbrauch_2_4_1 * 100,Status formula for 2.4.2 = reference to 2.1.0
Formula,V_2.4.2_ziel,verbrauch,ziel,all,False,(V_2_4_1_ziel - V_2_4_1_status) / V_2_4_1_status * 100,Ziel formula for 2.4.2 = percentage change
Formula,V_2_4_2_ziel,verbrauch,ziel,all,False,0,Ziel formula for 2.4.2: 2.4.2 ziel = Veränderung zum Status (Ziel) = -44.9% from Excel
Formula,V_2.4.5,verbrauch,status,all,False,0,Gebäudeanteil mit Ziel-Wärmeschutz (Status)
Formula,V_2.4.5_ziel,verbrauch,status,all,False,"min(100, Verbrauch_2_4_3_ziel * (Verbrauch_2_4_4_ziel - Verbrauch_2_4_4_status))","2.4.5 ziel = MIN(100, 2.4.3_ziel * (2.4.4_ziel - 2.4.4_status))"
Formula,V_2.4.6,verbrauch,status,all,False,Verbrauch_2_4_1,Resultierender spez. Raumwärmebedarf gesamt
Formula,V_2.4.6_ziel,verbrauch,ziel,all,False,V_2_4_1_status*(1-V_2_4_5_ziel/100)+V_2_4_1_ziel*V_2_4_5_ziel/100,Ziel formula for 2.4.6: 2.4.6 ziel = L66*(1-M65%) + M60*M65%
Formula,V_2.4.7,verbrauch,status,all,False,Verbrauch_2_4_5 * Verbrauch_2_4_2 / 100,Renovation impact
Formula,V_2.4.7_ziel,verbrauch,ziel,all,False,V_2_4_5_ziel * V_2_4_2_ziel / 100,Ziel formula for 2.4.7: 2.4.7 Ziel = 2.4.5 * 2.4.2%
Formula,V_2.4.9,verbrauch,status,all,False,Verbrauch_2_4_0 * (100 + Verbrauch_2_4_7) / 100,Adjusted space heating
Formula,V_2.4.9_ziel,verbrauch,ziel,all,False,V_2_4_0_ziel * (100 + V_2_4_7_ziel) / 100,Ziel formula for 2.4.9: 2.4.9 Ziel = 2.4.0 * (100 + 2.4.7)%
Formula,V_2.5.0,verbrauch,status,all,False,Verbrauch_2_3 * Verbrauch_2_5 / 100,Hot water portion
Formula,V_2.5.0_ziel,verbrauch,ziel,all,False,Verbrauch_2_3_ziel * Verbrauch_2_5_zeil / 100,
Formula,V_2.5.2,verbrauch,status,all,False,Verbrauch_2_5_0 * Verbrauch_2_5_1 / 100,Hot water adjusted
Formula,V_2.5.2_ziel,verbrauch,ziel,all,False,Verbrauch_2_5_0_ziel * Verbrauch_2_5_1_ziel / 100,
Formula,V_2.5.3,verbrauch,status,all,False,Verbrauch_2_5_2 / Verbrauch_2_6 * 100,Resultierender Anteil Warmwasser an Gebäudewärme
Formula,V_2.5.3_ziel,verbrauch,ziel,all,False,Verbrauch_2_5_2_ziel  /Verbrauch_2_6_ziel * 100,
Formula,V_2.6,verbrauch,status,all,False,Verbrauch_2_4_9 + Verbrauch_2_5_2,Total building energy demand
Formula,V_2.6_ziel,verbrauch,ziel,all,False,V_2_4_9_zeil + V_2_5_2_ziel,Ziel formula for 2.6: 2.6 Ziel = 2.4.9 + 2.5.2 (Bedarfsniveau)
Formula,V_2.7.0,verbrauch,status,all,False,Verbrauch_2_6 * Verbrauch_2_7 / 100,Final energy consumption
Formula,V_2.7.0_ziel,verbrauch,ziel,all,False,Verbrauch_2_6_zeil * Verbrauch_2_7_zeil / 100,
Formula,V_2.7.2,verbrauch,status,all,False,Verbrauch_2_7 * (1 - Verbrauch_2_7_1 / 100),Wandlungsverluste Endanwendung
Formula,V_2.7.2_ziel,verbrauch,ziel,all,False,Verbrauch_2_7_2_status * (1 - Verbrauch_2_7_1_ziel / 100) / (1 - Verbrauch_2_7_1_status / 100) * 2_7_ziel / 2_7_status,
Formula,V_2.7.3,verbrauch,status,all,False,0,Einsparung gegenüber Status (relativ)
Formula,V_2.7.3_ziel,verbrauch,ziel,all,False,Verbrauch_2_7_2_status - Verbrauch_2_7_2_ziel,Ziel formula for 2.7.3: 2.7.3 Ziel = 2.7.2_status - 2.7.2_ziel (Einsparung gegenüber Status relativ)
Formula,V_2.7.4,verbrauch,status,all,False,Verbrauch_2_6 * Verbrauch_2_7_3 / 100,Einsparung gegenüber Status (absolut)
Formula,V_2.7.4_ziel,verbrauch,ziel,all,False,Verbrauch_2_6_ziel * Verbrauch_2_7_3 / 100 * Verbrauch_2_7 / 100,
Formula,V_2_7_4_ziel,verbrauch,ziel,all,False,Verbrauch_2_6_ziel * Verbrauch_2_7_3 / 100 * Verbrauch_2_7 / 100,Ziel formula for 2.7.4: 2.7.4 Ziel = 2.6(ziel) × 2.7.3%(ziel) × 2.7%(ziel) (Einsparung gegenüber Status absolut)
Formula,V_2.8.0,verbrauch,status,all,False,Verbrauch_2_6 * Verbrauch_2_8 / 100,Energy source 2.8
Formula,V_2.8.0_ziel,verbrauch,ziel,all,False,Verbrauch_2_6_ziel * Verbrauch_2_8_ziel/ 100,Ziel formula for 2.8.0: 2.8.0 Ziel = 2.6(ziel) × 2.8%(ziel)
Formula,V_2.9,verbrauch,status,all,False,100 - Verbrauch_2_8 - Verbrauch_2_7 - Verbrauch_2_7_3,davon Strom (verlustarm nutzbar)
Formula,V_2.9.0,verbrauch,status,all,False,Verbrauch_2_6 * Verbrauch_2_9 / 100,Energy source 2.9
Formula,V_2.9.0_ziel,verbrauch,ziel,all,False,Verbrauch_2_6_ziel* Verbrauch_2_9_ziel/100,Ziel formula for 2.9.0: 2.9.0 Ziel = 2.6(ziel) × 2.9%(ziel)
Formula,V_2.9.1,verbrauch,status,all,False,Verbrauch_2_9_2 / (Verbrauch_2_9_0 / 100),davon für Wärmepumpen
Formula,V_2.9.1_ziel,verbrauch,ziel,all,False,Verbrauch_2_9_2_ziel / Verbrauch_2_9_0_ziel *100,Ziel formula for 2.9.1: 2.9.1 Ziel = 2.9.2(ziel) / 2.9.0%(ziel)
Formula,V_2.9.2_ziel,verbrauch,ziel,all,False,Verbrauch_2_9_0_ziel,
Formula,V_2.9_ziel,verbrauch,ziel,all,False,100 - Verbrauch_2_7_ziel - Verbrauch_2_7_3_ziel*Verbrauch_2_7 / 100 - Verbrauch_2_8_ziel,
Formula,V_2_9_ziel,verbrauch,ziel,all,False,100 - Verbrauch_2_7_ziel - Verbrauch_2_7_3_ziel*Verbrauch_2_7 / 100 - Verbrauch_2_8_ziel,Ziel formula for 2.9: 2.9 Ziel = 100 - 2.7(ziel) - 2.7.3(ziel)×2.7%(ziel) - 2.8(ziel)
Formula,V_3.1.0,verbrauch,status,all,False,Verbrauch_3_0 * Verbrauch_3_1 / 100,Process heat base
Formula,V_3.1.0_ziel,verbrauch,ziel,all,False,Verbrauch_3_0_ziel *Verbrauch_3_1_ziel /  100,
Formula,V_3.1.2,verbrauch,status,all,False,Verbrauch_3_1_0 * Verbrauch_3_1_1 / 100,Process heat calculation
Formula,V_3.1.2_ziel,verbrauch,ziel,all,False,Verbrauch_3_1_0_ziel * Verbrauch_3_1_1_ziel / 100,
