sheet,row,row_indent_col,full_name,status,ziel,unit,d_ref,ref_status,ref_ziel
4. Verbrauch,117,G,"Prozesswärme (PW) / Bedarfsniveau (Prod.-Vol., Proz.-Effiz.) / davon Strom (verlustarm nutzbar)",13.84399769211699,71.90263597624742,% v. [107],1.867,4. Verbrauch!L117,4. Verbrauch!M117
4. Verbrauch,118,H,"Prozesswärme (PW) / Bedarfsniveau (Prod.-Vol., Proz.-Effiz.) / davon Strom (verlustarm nutzbar) / Endenergieverbrauch",76888.8113911845,357504.08569558925,GWh/a,,4. Verbrauch!L118,4. Verbrauch!M118
4. Verbrauch,119,,"Prozesswärme (PW) / Bedarfsniveau (Prod.-Vol., Proz.-Effiz.) / davon Strom (verlustarm nutzbar) / Endenergieverbrauch",,,,,4. Verbrauch!L119,4. Verbrauch!M119
4. Verbrauch,120,F,Prozesswärme (PW) / Endenergieverbrauch PW gesamt,555394.5695538963,490251.25188732275,GWh/a,,4. Verbrauch!L120,4. Verbrauch!M120
4. Verbrauch,121,,Prozesswärme (PW) / Endenergieverbrauch PW gesamt,,,,,4. Verbrauch!L121,4. Verbrauch!M121
4. Verbrauch,122,E,Mobile Anwendungen (MA),,,,,4. Verbrauch!L122,4. Verbrauch!M122
4. Verbrauch,123,F,"Mobile Anwendungen (MA) / MA am Boden (Straße, Schiene, Schifffahrt, Maschinen)",,,,,4. Verbrauch!L123,4. Verbrauch!M123
4. Verbrauch,124,F,Mobile Anwendungen (MA) / Bedarfsniveau (statisch),639192.8837834619,639192.8837834619,GWh/a,,4. Verbrauch!L124,4. Verbrauch!M124
4. Verbrauch,125,G,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / davon Personenverkehr (PVk),67.41832181954476,67.41832181954476,%,1.876,4. Verbrauch!L125,4. Verbrauch!M125
4. Verbrauch,126,G,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Zieleinfluss Pers.-Verkehrsleist./Pers.,100,100,%,1.882,4. Verbrauch!L126,4. Verbrauch!M126
